Код_ЦБ,Тип_Сделки,Дата,Время_мск,Место_совершения,Количество,Цена,Валюта_Цены,Сумма,НКД,Дата_ДС,Дата_ЦБ,Клиент_депо,Номер_Сделки,Комиссия_Биржи,Комиссия_Брокера,Описание,ID,Операционный_день,Размер премии по опциону,Валюта премии,ISIN,Примечание
SNGSP_0,покупка,05/08/2015,16:49:27,ММВБ,300,36.860000,RUR,11058.00,0.00,07/08/2015,07/08/2015,,NBO00000002508867593,0.96,11.06,Q35788,0,05/08/2015,,,,
