Код_ЦБ,Тип_Сделки,Дата,Время_мск,Место_совершения,Количество,Цена,Валюта_Цены,Сумма,НКД,Дата_ДС,Дата_ЦБ,Клиент_депо,Номер_Сделки,Комиссия_Биржи,Комиссия_Брокера,Описание,ID,Операционный_день,Размер премии по опциону,Валюта премии,ISIN,Примечание
BANEP_0,покупка,11/06/2015,14:37:53,ММВБ,1,1411.000000,RUR,1411.00,0.00,16/06/2015,16/06/2015,,NBO00000002494454845,0.12,1.41,Q35788,0,11/06/2015,,,,
